id,performance_tier,special_case,ViralScore,predicted_high,actual_viral,result
HW0302,爆款,常规样本,87.68537074148297,True,True,TP
HW0300,超级爆款,常规样本,87.6753507014028,True,True,TP
HW0187,爆款,常规样本,87.24448897795591,True,True,TP
HW0023,爆款,常规样本,86.85370741482966,True,True,TP
HW0500,爆款,常规样本,86.83366733466933,True,True,TP
HW0225,爆款,常规样本,86.57314629258516,True,True,TP
HW0251,爆款,常规样本,86.17234468937876,True,True,TP
HW0239,超级爆款,常规样本,85.81162324649299,True,True,TP
HW0499,爆款,常规样本,85.67134268537075,True,True,TP
HW0123,超级爆款,常规样本,85.59118236472946,True,True,TP
HW0425,超级爆款,常规样本,85.55110220440882,True,True,TP
HW0385,爆款,常规样本,85.36072144288576,True,True,TP
HW0177,爆款,老笔记累计点赞高,85.31062124248497,True,True,TP
HW0456,爆款,常规样本,84.98997995991984,True,True,TP
HW0071,中高表现,常规样本,84.6993987975952,True,False,FP
HW0188,爆款,常规样本,84.66933867735472,True,True,TP
HW0064,中高表现,常规样本,84.58917835671343,True,False,FP
HW0212,超级爆款,常规样本,84.04809619238478,True,True,TP
HW0417,超级爆款,常规样本,83.937875751503,True,True,TP
HW0441,爆款,常规样本,83.56713426853707,True,True,TP
HW0110,爆款,常规样本,83.39679358717436,True,True,TP
HW0006,爆款,常规样本,83.3867735470942,True,True,TP
HW0230,爆款,常规样本,83.37675350701403,True,True,TP
HW0183,爆款,常规样本,83.2064128256513,True,True,TP
HW0477,中高表现,常规样本,83.19639278557115,True,False,FP
HW0142,爆款,常规样本,83.02605210420842,True,True,TP
HW0365,超级爆款,常规样本,83.01603206412825,True,True,TP
HW0139,中高表现,常规样本,82.9559118236473,True,False,FP
HW0132,爆款,常规样本,82.38476953907815,True,True,TP
HW0486,超级爆款,常规样本,82.33466933867736,True,True,TP
HW0056,中高表现,常规样本,81.97394789579158,True,False,FP
HW0287,爆款,常规样本,81.73346693386773,True,True,TP
HW0490,中高表现,常规样本,81.69338677354709,True,False,FP
HW0246,中高表现,常规样本,81.68336673346693,True,False,FP
HW0112,爆款,常规样本,81.49298597194388,True,True,TP
HW0423,中高表现,常规样本,81.47294589178357,True,False,FP
HW0009,爆款,老笔记累计点赞高,81.36272545090179,True,True,TP
HW0063,爆款,常规样本,81.27254509018036,True,True,TP
HW0238,中高表现,常规样本,81.2124248496994,True,False,FP
HW0299,爆款,常规样本,81.20240480961924,True,True,TP
HW0234,中高表现,常规样本,81.14228456913827,True,False,FP
HW0140,中高表现,常规样本,81.08216432865731,True,False,FP
HW0412,中高表现,常规样本,81.062124248497,True,False,FP
HW0344,中高表现,常规样本,80.92184368737475,True,False,FP
HW0488,中高表现,常规样本,80.7314629258517,True,False,FP
HW0182,爆款,常规样本,80.61122244488978,True,True,TP
HW0298,中高表现,常规样本,80.61122244488978,True,False,FP
HW0260,中高表现,常规样本,80.53106212424849,True,False,FP
HW0040,爆款,常规样本,80.40080160320642,True,True,TP
HW0297,爆款,常规样本,80.20040080160321,True,True,TP
HW0262,超级爆款,新笔记速度特别快,80.17034068136272,True,True,TP
HW0244,爆款,常规样本,79.78957915831663,True,True,TP
HW0035,中高表现,常规样本,79.55911823647294,True,False,FP
HW0041,中高表现,常规样本,79.55911823647294,True,False,FP
HW0317,中高表现,常规样本,79.5190380761523,True,False,FP
HW0359,爆款,常规样本,79.22845691382766,True,True,TP
HW0232,中高表现,常规样本,78.937875751503,True,False,FP
HW0152,爆款,常规样本,78.75751503006012,True,True,TP
HW0493,中高表现,常规样本,78.72745490981964,True,False,FP
HW0448,中高表现,常规样本,78.1062124248497,True,False,FP
HW0460,超级爆款,常规样本,77.93587174348697,True,True,TP
HW0264,中高表现,常规样本,77.8056112224449,True,False,FP
HW0005,爆款,常规样本,77.5751503006012,True,True,TP
HW0394,爆款,常规样本,77.51503006012024,True,True,TP
HW0427,爆款,常规样本,76.91382765531063,True,True,TP
HW0084,中高表现,点赞一般但收藏特别高,76.86372745490982,True,False,FP
HW0106,爆款,常规样本,76.52304609218437,True,True,TP
HW0130,中高表现,常规样本,76.38276553106212,True,False,FP
HW0163,中高表现,常规样本,76.34268537074148,True,False,FP
HW0339,爆款,常规样本,76.18236472945893,False,True,FN
HW0389,中高表现,常规样本,75.49098196392785,False,False,TN
HW0136,中高表现,常规样本,75.25050100200401,False,False,TN
HW0067,中高表现,常规样本,74.87975951903807,False,False,TN
HW0151,爆款,常规样本,74.82965931863727,False,True,FN
HW0074,爆款,常规样本,74.66933867735472,False,True,FN
HW0318,中高表现,常规样本,74.16833667334669,False,False,TN
HW0104,中高表现,常规样本,74.05811623246493,False,False,TN
HW0051,爆款,常规样本,74.00801603206412,False,True,FN
HW0386,爆款,常规样本,73.687374749499,False,True,FN
HW0124,中高表现,常规样本,73.39679358717434,False,False,TN
HW0055,中高表现,常规样本,73.12625250501002,False,False,TN
HW0347,爆款,常规样本,73.07615230460922,False,True,FN
HW0420,爆款,常规样本,73.02605210420842,False,True,FN
HW0025,爆款,常规样本,72.78557114228457,False,True,FN
HW0184,中高表现,常规样本,72.29458917835672,False,False,TN
HW0436,中高表现,常规样本,72.18436873747495,False,False,TN
HW0305,中高表现,常规样本,72.14428857715431,False,False,TN
HW0451,爆款,常规样本,72.00400801603206,False,True,FN
HW0122,爆款,常规样本,71.92384769539078,False,True,FN
HW0341,爆款,常规样本,71.87374749498998,False,True,FN
HW0374,爆款,常规样本,71.70340681362725,False,True,FN
HW0211,中高表现,常规样本,71.62324649298597,False,False,TN
HW0350,中高表现,常规样本,71.32264529058116,False,False,TN
HW0295,爆款,常规样本,71.30260521042084,False,True,FN
HW0116,中高表现,常规样本,71.2124248496994,False,False,TN
HW0128,中高表现,常规样本,70.96192384769539,False,False,TN
HW0224,中高表现,常规样本,70.84168336673348,False,False,TN
HW0357,爆款,常规样本,70.75150300601203,False,True,FN
HW0476,中高表现,常规样本,70.7314629258517,False,False,TN
HW0043,中高表现,常规样本,70.6813627254509,False,False,TN
HW0019,爆款,常规样本,70.1002004008016,False,True,FN
HW0311,中高表现,常规样本,70.06012024048096,False,False,TN
HW0346,中高表现,常规样本,69.74949899799599,False,False,TN
HW0072,中高表现,常规样本,69.65931863727455,False,False,TN
HW0308,中高表现,常规样本,69.50901803607215,False,False,TN
HW0113,爆款,点赞高但收藏低,69.4188376753507,False,True,FN
HW0442,中高表现,常规样本,69.39879759519039,False,False,TN
HW0335,中高表现,常规样本,69.25851703406813,False,False,TN
HW0242,爆款,点赞高但收藏低,69.1182364729459,False,True,FN
HW0003,中高表现,常规样本,68.6372745490982,False,False,TN
HW0076,爆款,常规样本,68.51703406813627,False,True,FN
HW0366,中高表现,常规样本,68.42685370741484,False,False,TN
HW0222,中高表现,常规样本,68.09619238476954,False,False,TN
HW0454,中高表现,常规样本,67.71543086172345,False,False,TN
HW0378,普通,常规样本,67.63527054108216,False,False,TN
HW0167,爆款,常规样本,67.55511022044088,False,True,FN
HW0333,爆款,常规样本,67.53507014028057,False,True,FN
HW0402,中高表现,常规样本,67.4749498997996,False,False,TN
HW0237,中高表现,常规样本,67.25450901803607,False,False,TN
HW0432,爆款,常规样本,67.12424849699399,False,True,FN
HW0154,中高表现,常规样本,66.96392785571143,False,False,TN
HW0327,爆款,常规样本,66.90380761523046,False,True,FN
HW0135,爆款,常规样本,66.54308617234469,False,True,FN
HW0099,中高表现,常规样本,66.39278557114228,False,False,TN
HW0428,中高表现,常规样本,66.19238476953907,False,False,TN
HW0256,普通,常规样本,66.05210420841684,False,False,TN
HW0272,普通,常规样本,65.94188376753507,False,False,TN
HW0422,普通,常规样本,65.8817635270541,False,False,TN
HW0047,普通,常规样本,65.66132264529058,False,False,TN
HW0013,爆款,常规样本,65.62124248496994,False,True,FN
HW0057,中高表现,常规样本,65.61122244488978,False,False,TN
HW0455,中高表现,常规样本,65.26052104208416,False,False,TN
HW0411,中高表现,常规样本,64.76953907815631,False,False,TN
HW0278,中高表现,常规样本,64.64929859719439,False,False,TN
HW0337,普通,常规样本,64.59418837675351,False,False,TN
HW0180,中高表现,点赞一般但收藏特别高,64.44889779559118,False,False,TN
HW0233,中高表现,常规样本,64.20841683366733,False,False,TN
HW0192,普通,常规样本,63.86773547094188,False,False,TN
HW0219,中高表现,常规样本,63.637274549098194,False,False,TN
HW0236,爆款,点赞高但收藏低,63.2064128256513,False,True,FN
HW0468,普通,常规样本,63.19639278557114,False,False,TN
HW0045,普通,常规样本,63.071142284569135,False,False,TN
HW0174,中高表现,常规样本,62.77555110220441,False,False,TN
HW0313,中高表现,常规样本,62.4749498997996,False,False,TN
HW0129,中高表现,点赞一般但收藏特别高,62.26452905811623,False,False,TN
HW0061,爆款,常规样本,62.06412825651303,False,True,FN
HW0323,中高表现,常规样本,61.95390781563126,False,False,TN
HW0390,中高表现,常规样本,61.90881763527054,False,False,TN
HW0103,中高表现,常规样本,61.673346693386776,False,False,TN
HW0377,普通,常规样本,61.62324649298597,False,False,TN
HW0080,爆款,常规样本,61.27254509018036,False,True,FN
HW0245,普通,常规样本,61.24248496993988,False,False,TN
HW0396,中高表现,常规样本,61.23246492985972,False,False,TN
HW0044,中高表现,常规样本,61.212424849699396,False,False,TN
HW0022,普通,常规样本,60.97194388777555,False,False,TN
HW0066,中高表现,常规样本,60.95190380761523,False,False,TN
HW0445,中高表现,常规样本,60.95190380761523,False,False,TN
HW0494,中高表现,常规样本,60.881763527054105,False,False,TN
HW0426,中高表现,常规样本,60.721442885771545,False,False,TN
HW0461,中高表现,常规样本,60.66132264529058,False,False,TN
HW0194,中高表现,常规样本,60.20040080160321,False,False,TN
HW0252,普通,常规样本,59.699398797595194,False,False,TN
HW0433,普通,常规样本,59.348697394789575,False,False,TN
HW0349,普通,常规样本,59.19839679358717,False,False,TN
HW0375,普通,常规样本,59.19839679358717,False,False,TN
HW0271,中高表现,常规样本,58.637274549098194,False,False,TN
HW0489,中高表现,常规样本,58.587174348697395,False,False,TN
HW0487,中高表现,常规样本,58.5370741482966,False,False,TN
HW0111,中高表现,常规样本,57.46492985971944,False,False,TN
HW0345,普通,常规样本,57.28456913827655,False,False,TN
HW0229,普通,常规样本,57.16432865731463,False,False,TN
HW0134,普通,常规样本,56.9939879759519,False,False,TN
HW0032,普通,常规样本,56.93386773547095,False,False,TN
HW0320,中高表现,常规样本,56.90380761523046,False,False,TN
HW0190,普通,常规样本,56.7685370741483,False,False,TN
HW0161,中高表现,常规样本,56.75350701402806,False,False,TN
HW0415,普通,常规样本,56.638276553106216,False,False,TN
HW0406,普通,常规样本,56.633266533066134,False,False,TN
HW0410,普通,常规样本,56.58817635270541,False,False,TN
HW0392,普通,常规样本,56.47294589178357,False,False,TN
HW0334,中高表现,常规样本,56.237474949899806,False,False,TN
HW0321,普通,常规样本,55.921843687374746,False,False,TN
HW0418,中高表现,常规样本,55.69138276553106,False,False,TN
HW0127,普通,常规样本,55.56112224448898,False,False,TN
HW0292,普通,常规样本,55.27054108216433,False,False,TN
HW0096,普通,常规样本,54.754509018036075,False,False,TN
HW0261,普通,常规样本,54.70941883767535,False,False,TN
HW0265,中高表现,常规样本,54.37875751503006,False,False,TN
HW0282,普通,常规样本,54.33867735470942,False,False,TN
HW0059,中高表现,常规样本,53.947895791583164,False,False,TN
HW0039,中高表现,常规样本,53.74749498997996,False,False,TN
HW0208,中高表现,常规样本,53.39679358717435,False,False,TN
HW0049,普通,常规样本,53.1062124248497,False,False,TN
HW0052,普通,常规样本,52.71543086172345,False,False,TN
HW0429,中高表现,常规样本,52.70040080160321,False,False,TN
HW0309,普通,常规样本,52.565130260521045,False,False,TN
HW0431,普通,常规样本,52.51503006012024,False,False,TN
HW0483,普通,常规样本,51.97394789579158,False,False,TN
HW0164,普通,常规样本,51.3376753507014,False,False,TN
HW0153,普通,常规样本,51.25250501002004,False,False,TN
HW0440,中高表现,常规样本,51.20240480961924,False,False,TN
HW0399,普通,常规样本,51.192384769539075,False,False,TN
HW0089,普通,常规样本,51.012024048096194,False,False,TN
HW0480,普通,常规样本,51.012024048096194,False,False,TN
HW0046,中高表现,常规样本,50.67635270541082,False,False,TN
HW0329,普通,常规样本,50.6312625250501,False,False,TN
HW0403,中高表现,常规样本,50.47094188376754,False,False,TN
HW0065,普通,常规样本,50.29058116232465,False,False,TN
HW0228,普通,常规样本,50.29058116232465,False,False,TN
HW0090,普通,常规样本,50.190380761523045,False,False,TN
HW0419,普通,常规样本,49.639278557114224,False,False,TN
HW0273,普通,常规样本,49.59919839679359,False,False,TN
HW0176,普通,常规样本,49.48897795591182,False,False,TN
HW0085,普通,常规样本,49.258517034068134,False,False,TN
HW0118,普通,常规样本,49.23847695390781,False,False,TN
HW0204,普通,常规样本,49.03807615230461,False,False,TN
HW0148,普通,常规样本,49.02805611222445,False,False,TN
HW0037,普通,常规样本,49.01803607214429,False,False,TN
HW0087,普通,常规样本,48.57715430861723,False,False,TN
HW0160,普通,常规样本,47.965931863727455,False,False,TN
HW0121,普通,常规样本,47.76052104208417,False,False,TN
HW0026,普通,常规样本,47.75551102204409,False,False,TN
HW0247,普通,常规样本,47.68036072144288,False,False,TN
HW0226,普通,常规样本,47.64529058116233,False,False,TN
HW0165,普通,常规样本,47.58517034068136,False,False,TN
HW0024,普通,常规样本,47.33466933867736,False,False,TN
HW0434,普通,常规样本,47.33466933867735,False,False,TN
HW0156,普通,常规样本,47.26452905811623,False,False,TN
HW0038,普通,常规样本,46.9939879759519,False,False,TN
HW0324,中高表现,常规样本,46.90380761523046,False,False,TN
HW0274,普通,常规样本,46.82364729458918,False,False,TN
HW0143,普通,常规样本,46.723446893787575,False,False,TN
HW0267,普通,常规样本,46.6933867735471,False,False,TN
HW0452,普通,常规样本,46.6432865731463,False,False,TN
HW0495,普通,常规样本,46.53306613226452,False,False,TN
HW0214,普通,常规样本,46.28256513026052,False,False,TN
HW0387,普通,常规样本,46.2625250501002,False,False,TN
HW0263,普通,常规样本,46.087174348697395,False,False,TN
HW0284,普通,常规样本,46.06212424849699,False,False,TN
HW0016,普通,常规样本,46.047094188376754,False,False,TN
HW0020,普通,常规样本,46.00701402805611,False,False,TN
HW0126,中高表现,常规样本,45.96192384769539,False,False,TN
HW0294,普通,常规样本,45.91182364729459,False,False,TN
HW0196,普通,常规样本,45.831663326653306,False,False,TN
HW0028,普通,常规样本,45.65130260521042,False,False,TN
HW0289,普通,常规样本,45.16533066132265,False,False,TN
HW0012,普通,常规样本,44.859719438877754,False,False,TN
HW0011,普通,常规样本,44.62925851703407,False,False,TN
HW0189,普通,常规样本,44.589178356713425,False,False,TN
HW0479,普通,常规样本,44.39879759519038,False,False,TN
HW0030,普通,常规样本,44.388777555110224,False,False,TN
HW0381,普通,常规样本,44.34869739478958,False,False,TN
HW0203,普通,常规样本,44.30861723446894,False,False,TN
HW0326,普通,常规样本,44.278557114228455,False,False,TN
HW0497,普通,常规样本,44.21843687374749,False,False,TN
HW0316,普通,常规样本,43.97294589178357,False,False,TN
HW0342,普通,常规样本,43.827655310621246,False,False,TN
HW0397,普通,常规样本,43.49198396793587,False,False,TN
HW0286,普通,常规样本,43.13627254509018,False,False,TN
HW0220,普通,常规样本,43.12124248496994,False,False,TN
HW0050,中高表现,常规样本,43.08617234468938,False,False,TN
HW0098,普通,常规样本,43.07114228456914,False,False,TN
HW0137,普通,常规样本,43.036072144288575,False,False,TN
HW0358,普通,常规样本,43.0060120240481,False,False,TN
HW0471,普通,常规样本,42.985971943887776,False,False,TN
HW0015,普通,常规样本,42.78557114228457,False,False,TN
HW0077,普通,常规样本,42.68537074148297,False,False,TN
HW0437,普通,常规样本,42.33466933867736,False,False,TN
HW0310,普通,常规样本,42.329659318637276,False,False,TN
HW0270,普通,常规样本,42.14929859719439,False,False,TN
HW0482,普通,常规样本,41.9939879759519,False,False,TN
HW0107,普通,常规样本,41.96392785571142,False,False,TN
HW0078,普通,常规样本,41.35270541082164,False,False,TN
HW0097,普通,常规样本,41.02204408817635,False,False,TN
HW0269,普通,常规样本,40.81663326653307,False,False,TN
HW0100,普通,常规样本,40.67134268537074,False,False,TN
HW0453,普通,常规样本,40.61122244488978,False,False,TN
HW0459,普通,常规样本,40.55110220440882,False,False,TN
HW0092,普通,常规样本,40.45591182364729,False,False,TN
HW0266,普通,常规样本,40.245490981963925,False,False,TN
HW0093,普通,常规样本,40.13026052104208,False,False,TN
HW0430,普通,常规样本,40.0751503006012,False,False,TN
HW0186,普通,常规样本,40.06012024048096,False,False,TN
HW0014,普通,常规样本,39.969939879759515,False,False,TN
HW0168,中高表现,常规样本,39.95991983967936,False,False,TN
HW0221,普通,常规样本,39.76452905811623,False,False,TN
HW0340,普通,常规样本,39.679358717434866,False,False,TN
HW0114,普通,常规样本,38.807615230460925,False,False,TN
HW0279,普通,常规样本,38.69739478957916,False,False,TN
HW0376,普通,常规样本,38.47695390781563,False,False,TN
HW0355,普通,常规样本,38.42685370741483,False,False,TN
HW0367,普通,常规样本,38.276553106212425,False,False,TN
HW0281,低表现,常规样本,38.26653306613227,False,False,TN
HW0255,普通,常规样本,38.0310621242485,False,False,TN
HW0351,普通,常规样本,38.01603206412826,False,False,TN
HW0371,普通,常规样本,37.85070140280561,False,False,TN
HW0206,普通,常规样本,37.69539078156313,False,False,TN
HW0303,普通,常规样本,37.640280561122246,False,False,TN
HW0145,普通,常规样本,36.9689378757515,False,False,TN
HW0338,普通,常规样本,36.92384769539078,False,False,TN
HW0199,普通,常规样本,36.49298597194389,False,False,TN
HW0004,普通,常规样本,36.1623246492986,False,False,TN
HW0472,普通,常规样本,36.122244488977955,False,False,TN
HW0449,普通,常规样本,35.7815631262525,False,False,TN
HW0307,普通,常规样本,35.686372745490985,False,False,TN
HW0181,普通,常规样本,35.18537074148297,False,False,TN
HW0095,普通,常规样本,35.155310621242485,False,False,TN
HW0144,普通,常规样本,35.1503006012024,False,False,TN
HW0404,低表现,常规样本,35.140280561122246,False,False,TN
HW0146,低表现,常规样本,34.809619238476955,False,False,TN
HW0439,普通,常规样本,34.78456913827655,False,False,TN
HW0393,普通,常规样本,34.68937875751503,False,False,TN
HW0155,普通,常规样本,34.65931863727455,False,False,TN
HW0227,普通,常规样本,34.609218436873746,False,False,TN
HW0209,低表现,常规样本,34.45891783567134,False,False,TN
HW0169,低表现,常规样本,34.40881763527054,False,False,TN
HW0447,普通,常规样本,34.118236472945895,False,False,TN
HW0073,普通,常规样本,34.10821643286573,False,False,TN
HW0173,普通,常规样本,33.897795591182366,False,False,TN
HW0319,低表现,大账号低表现,33.8877755511022,False,False,TN
HW0079,普通,常规样本,33.73246492985972,False,False,TN
HW0330,普通,常规样本,33.61723446893787,False,False,TN
HW0082,普通,常规样本,33.602204408817634,False,False,TN
HW0304,普通,常规样本,33.14128256513026,False,False,TN
HW0414,低表现,常规样本,32.88577154308617,False,False,TN
HW0198,普通,常规样本,32.875751503006015,False,False,TN
HW0017,普通,常规样本,32.71543086172345,False,False,TN
HW0343,普通,常规样本,32.545090180360724,False,False,TN
HW0158,普通,常规样本,32.014028056112224,False,False,TN
HW0138,普通,常规样本,31.89879759519038,False,False,TN
HW0159,低表现,常规样本,31.853707414829657,False,False,TN
HW0109,低表现,常规样本,31.422845691382765,False,False,TN
HW0485,普通,常规样本,31.347695390781563,False,False,TN
HW0277,低表现,常规样本,31.312625250501004,False,False,TN
HW0042,低表现,常规样本,31.272545090180362,False,False,TN
HW0293,普通,常规样本,30.95190380761523,False,False,TN
HW0150,低表现,常规样本,30.781563126252507,False,False,TN
HW0407,低表现,常规样本,30.761523046092186,False,False,TN
HW0408,低表现,常规样本,30.71142284569138,False,False,TN
HW0223,普通,常规样本,30.460921843687373,False,False,TN
HW0379,普通,常规样本,30.180360721442888,False,False,TN
HW0060,低表现,常规样本,29.579158316633265,False,False,TN
HW0384,普通,常规样本,29.569138276553108,False,False,TN
HW0315,普通,常规样本,29.549098196392784,False,False,TN
HW0352,普通,常规样本,29.01302605210421,False,False,TN
HW0438,普通,常规样本,28.96793587174349,False,False,TN
HW0469,普通,常规样本,28.83266533066132,False,False,TN
HW0105,低表现,常规样本,28.82765531062124,False,False,TN
HW0086,低表现,常规样本,28.79759519038076,False,False,TN
HW0283,低表现,常规样本,28.46693386773547,False,False,TN
HW0048,普通,常规样本,28.1062124248497,False,False,TN
HW0250,普通,常规样本,28.026052104208418,False,False,TN
HW0462,普通,常规样本,27.985971943887776,False,False,TN
HW0185,普通,常规样本,27.88577154308617,False,False,TN
HW0354,低表现,常规样本,27.86573146292585,False,False,TN
HW0197,普通,常规样本,27.725450901803608,False,False,TN
HW0178,低表现,常规样本,27.5250501002004,False,False,TN
HW0108,普通,常规样本,27.364729458917836,False,False,TN
HW0296,普通,常规样本,27.359719438877754,False,False,TN
HW0133,普通,常规样本,27.21442885771543,False,False,TN
HW0157,普通,常规样本,27.074148296593187,False,False,TN
HW0405,低表现,常规样本,26.492985971943888,False,False,TN
HW0372,普通,常规样本,26.392785571142284,False,False,TN
HW0364,普通,常规样本,26.33266533066132,False,False,TN
HW0373,低表现,常规样本,26.162324649298597,False,False,TN
HW0021,普通,常规样本,26.082164328657313,False,False,TN
HW0413,普通,常规样本,25.806613226452907,False,False,TN
HW0314,普通,常规样本,25.7314629258517,False,False,TN
HW0207,普通,常规样本,25.37575150300601,False,False,TN
HW0496,低表现,常规样本,25.28557114228457,False,False,TN
HW0361,低表现,常规样本,24.98496993987976,False,False,TN
HW0484,普通,常规样本,24.819639278557112,False,False,TN
HW0331,低表现,常规样本,24.749498997995993,False,False,TN
HW0191,低表现,常规样本,24.10821643286573,False,False,TN
HW0466,低表现,常规样本,24.103206412825653,False,False,TN
HW0202,普通,常规样本,24.05811623246493,False,False,TN
HW0288,低表现,常规样本,23.266533066132265,False,False,TN
HW0470,低表现,常规样本,23.266533066132265,False,False,TN
HW0119,普通,常规样本,23.241482965931862,False,False,TN
HW0285,普通,常规样本,23.236472945891784,False,False,TN
HW0257,低表现,常规样本,23.181362725450903,False,False,TN
HW0195,普通,常规样本,23.14128256513026,False,False,TN
HW0001,普通,常规样本,23.056112224448896,False,False,TN
HW0290,低表现,常规样本,23.026052104208418,False,False,TN
HW0088,低表现,常规样本,22.90080160320641,False,False,TN
HW0248,普通,常规样本,22.635270541082164,False,False,TN
HW0446,普通,常规样本,22.5751503006012,False,False,TN
HW0018,低表现,常规样本,22.284569138276552,False,False,TN
HW0368,低表现,常规样本,22.274549098196392,False,False,TN
HW0240,普通,常规样本,22.239478957915832,False,False,TN
HW0070,低表现,常规样本,22.214428857715433,False,False,TN
HW0395,低表现,常规样本,22.16933867735471,False,False,TN
HW0216,普通,常规样本,21.87875751503006,False,False,TN
HW0008,普通,常规样本,21.83366733466934,False,False,TN
HW0218,低表现,常规样本,21.708416833667336,False,False,TN
HW0306,低表现,常规样本,21.462925851703407,False,False,TN
HW0424,低表现,大账号低表现,21.16733466933868,False,False,TN
HW0467,普通,常规样本,20.92685370741483,False,False,TN
HW0200,低表现,常规样本,20.816633266533067,False,False,TN
HW0115,低表现,常规样本,20.501002004008015,False,False,TN
HW0053,普通,常规样本,20.28557114228457,False,False,TN
HW0362,低表现,常规样本,20.0,False,False,TN
HW0027,低表现,常规样本,19.914829659318638,False,False,TN
HW0291,低表现,常规样本,19.904809619238478,False,False,TN
HW0457,低表现,常规样本,19.749498997995993,False,False,TN
HW0002,低表现,常规样本,19.218436873747496,False,False,TN
HW0062,普通,常规样本,19.05310621242485,False,False,TN
HW0360,普通,常规样本,19.00300601202405,False,False,TN
HW0210,低表现,常规样本,18.43186372745491,False,False,TN
HW0162,普通,常规样本,18.41182364729459,False,False,TN
HW0383,低表现,大账号低表现,18.406813627254508,False,False,TN
HW0094,普通,常规样本,18.381763527054108,False,False,TN
HW0325,普通,常规样本,18.326653306613228,False,False,TN
HW0205,普通,常规样本,18.296593186372746,False,False,TN
HW0083,低表现,常规样本,18.226452905811623,False,False,TN
HW0253,低表现,常规样本,17.85571142284569,False,False,TN
HW0254,低表现,常规样本,17.37975951903808,False,False,TN
HW0416,低表现,常规样本,17.084168336673347,False,False,TN
HW0382,低表现,常规样本,16.893787575150302,False,False,TN
HW0401,低表现,常规样本,16.8436873747495,False,False,TN
HW0235,低表现,常规样本,16.25751503006012,False,False,TN
HW0231,低表现,常规样本,16.152304609218437,False,False,TN
HW0170,普通,常规样本,15.966933867735472,False,False,TN
HW0091,低表现,常规样本,15.841683366733466,False,False,TN
HW0243,低表现,常规样本,15.806613226452907,False,False,TN
HW0474,低表现,常规样本,15.741482965931866,False,False,TN
HW0353,低表现,常规样本,15.721442885771543,False,False,TN
HW0478,低表现,常规样本,15.521042084168336,False,False,TN
HW0444,低表现,常规样本,15.29058116232465,False,False,TN
HW0458,低表现,常规样本,15.085170340681364,False,False,TN
HW0481,低表现,常规样本,14.964929859719438,False,False,TN
HW0409,低表现,常规样本,14.794589178356713,False,False,TN
HW0443,低表现,常规样本,13.957915831663327,False,False,TN
HW0201,普通,常规样本,13.807615230460922,False,False,TN
HW0149,低表现,常规样本,13.527054108216433,False,False,TN
HW0336,低表现,常规样本,12.920841683366733,False,False,TN
HW0031,普通,常规样本,12.474949899799599,False,False,TN
HW0322,低表现,常规样本,12.294589178356713,False,False,TN
HW0125,低表现,常规样本,11.518036072144287,False,False,TN
HW0069,低表现,常规样本,11.437875751503006,False,False,TN
HW0075,低表现,常规样本,10.886773547094188,False,False,TN
HW0370,低表现,常规样本,10.881763527054108,False,False,TN
HW0276,低表现,常规样本,10.60120240480962,False,False,TN
HW0101,低表现,常规样本,10.531062124248496,False,False,TN
HW0400,低表现,常规样本,10.120240480961924,False,False,TN
HW0172,低表现,常规样本,9.659318637274549,False,False,TN
HW0054,低表现,常规样本,9.313627254509019,False,False,TN
HW0465,低表现,常规样本,9.198396793587174,False,False,TN
