id,performance_tier,special_case,age_days,engagement,engagement_rate,favorite_like_ratio,velocity
HW0094,普通,常规样本,166,93,0.05070883315158124,0.09411764705882353,0.5568862275449101
HW0095,普通,常规样本,21,52,0.05543710021321962,0.3684210526315789,2.3636363636363638
HW0096,普通,常规样本,1,7012,0.0325800096643497,0.14416666666666667,3506.0
HW0097,普通,常规样本,187,1500,0.07112375533428165,0.15620094191522763,7.9787234042553195
HW0098,普通,常规样本,146,6510,0.027770668031737906,0.07716666666666666,44.285714285714285
HW0099,中高表现,常规样本,186,3555,3.3824928639391056,0.32065622669649513,19.010695187165776
HW0100,普通,常规样本,366,3423,0.02907846002242686,0.14011451667228023,9.326975476839237
HW0101,低表现,常规样本,8,62,0.0023368889223926727,0.06896551724137931,6.888888888888889
HW0102,低表现,常规样本,144,51,0.0025380710659898475,0.04081632653061224,0.35172413793103446
HW0103,中高表现,常规样本,10,919,0.9797441364605544,0.30403458213256485,83.54545454545455
HW0104,中高表现,常规样本,122,12398,0.11201561243573875,0.4843146718146718,100.79674796747967
HW0105,低表现,常规样本,97,467,0.014750939701190815,0.1958762886597938,4.76530612244898
HW0106,爆款,常规样本,273,78667,0.3317127267513936,0.24928126110411217,287.1058394160584
HW0107,普通,常规样本,116,1966,0.062126718280929055,0.165377751338489,16.803418803418804
HW0108,普通,常规样本,5,300,0.00947597839476926,0.15891472868217055,50.0
HW0109,低表现,常规样本,312,347,0.027972591696896414,0.2673992673992674,1.1086261980830672
HW0110,爆款,常规样本,5,32812,0.3505742828142529,0.38283506030236114,5468.666666666667
HW0111,中高表现,常规样本,362,3302,1.2933803368585977,0.19882179675994108,9.09641873278237
HW0112,爆款,常规样本,59,10859,0.5148885727833096,0.5385283893395133,180.98333333333332
HW0113,爆款,点赞高但收藏低,341,29838,23.513002364066192,0.07313312284308686,87.24561403508773
HW0114,普通,常规样本,257,1041,0.051806509405792775,0.20372526193247964,4.034883720930233
HW0115,低表现,常规样本,63,159,0.0016988086970457824,0.2153846153846154,2.484375
HW0116,中高表现,常规样本,14,8759,4.775899672846238,0.17505767403989686,583.9333333333333
HW0117,低表现,常规样本,208,58,0.004961505560307955,0.03571428571428571,0.27751196172248804
HW0118,普通,常规样本,19,1022,0.4290512174643157,0.1536697247706422,51.1
HW0119,普通,常规样本,142,171,0.10124333925399645,0.08280254777070063,1.1958041958041958
HW0120,爆款,常规样本,12,21989,7.0409862311879605,0.4404698344901228,1691.4615384615386
HW0121,普通,常规样本,193,6842,0.03976265611288363,0.11783333333333333,35.2680412371134
HW0122,爆款,常规样本,197,3004,2.061770761839396,0.5142566191446029,15.171717171717171
HW0123,超级爆款,常规样本,225,159362,0.9258235054900366,0.31278333333333336,705.141592920354
HW0124,中高表现,常规样本,286,18841,0.10803759325202272,0.3948968105065666,65.64808362369338
HW0125,低表现,常规样本,231,12,0.003092783505154639,0.2,0.05172413793103448
HW0126,中高表现,常规样本,250,1751,0.2643817001358901,0.19180887372013652,6.9760956175298805
HW0127,普通,常规样本,29,1056,0.5181550539744848,0.26941747572815533,35.2
HW0128,中高表现,常规样本,15,7129,0.04141637134723755,0.5225048923679061,445.5625
HW0129,中高表现,点赞一般但收藏特别高,69,4602,0.019764984796165543,1.2145985401459853,65.74285714285715
HW0130,中高表现,常规样本,329,11338,0.5376007586533902,0.4566692769511877,34.35757575757576
HW0131,爆款,常规样本,8,113330,1.185249484924229,0.5826996870707843,12592.222222222223
HW0132,爆款,常规样本,11,9111,5.266473988439306,0.3528002395926924,759.25
HW0133,普通,常规样本,139,548,0.017309453867778515,0.16452991452991453,3.914285714285714
HW0134,普通,常规样本,97,6611,0.02787640098838729,0.3132098027495517,67.45918367346938
HW0135,爆款,常规样本,151,7186,1.0850067945040012,0.21892975422694788,47.276315789473685
HW0136,中高表现,常规样本,134,20837,0.08025991934334543,0.4400278940027894,154.34814814814814
HW0137,普通,常规样本,149,764,0.29441233140655104,0.1990521327014218,5.093333333333334
HW0138,普通,常规样本,22,129,0.06099290780141844,0.23076923076923078,5.608695652173913
HW0139,中高表现,常规样本,1,32921,0.22234003755082193,0.4069228436511719,16460.5
HW0140,中高表现,常规样本,271,9035,7.119779353821907,0.5944839857651245,33.216911764705884
HW0141,低表现,常规样本,82,6,0.000920951650038373,0.0,0.07228915662650602
HW0142,爆款,常规样本,360,15512,4.967018892090938,0.4313817330210773,42.96952908587257
HW0143,普通,常规样本,84,1059,0.043431899274084404,0.3023543990086741,12.458823529411765
HW0144,普通,常规样本,290,878,0.028169014084507043,0.203601108033241,3.0171821305841924
HW0145,普通,常规样本,201,642,0.054918733960650126,0.21142857142857144,3.1782178217821784
HW0146,低表现,常规样本,28,675,0.021320951388230834,0.20572450805008943,23.275862068965516
HW0147,超级爆款,常规样本,12,138731,0.8059664207285191,0.3823739667133177,10671.615384615385
HW0148,普通,常规样本,243,1866,0.09286354135562855,0.2655715263518138,7.647540983606557
HW0149,低表现,常规样本,274,17,0.004320203303684879,0.21428571428571427,0.06181818181818182
HW0150,低表现,常规样本,109,391,0.011731877100336054,0.2597402597402597,3.5545454545454547
HW0151,爆款,常规样本,318,9789,4.628368794326241,0.3160551084435957,30.686520376175547
HW0152,爆款,常规样本,253,15752,4.948790449261703,0.29060828877005346,62.01574803149607
HW0153,普通,常规样本,21,1806,1.4529364440868866,0.09738283627510651,82.0909090909091
HW0154,中高表现,常规样本,10,1515,0.31780994336060414,0.45155038759689925,137.72727272727272
HW0155,普通,常规样本,157,357,0.03069647463456578,0.2815884476534296,2.259493670886076
HW0156,普通,常规样本,64,3032,0.025107651540245114,0.25445503522585994,46.646153846153844
HW0157,普通,常规样本,195,1267,0.005046863734679163,0.0763888888888889,6.464285714285714
HW0158,普通,常规样本,4,453,0.013592174747959674,0.1534526854219949,90.6
HW0159,低表现,常规样本,8,1123,0.010146276235306872,0.123,124.77777777777777
HW0160,普通,常规样本,298,789,1.8696682464454977,0.20615384615384616,2.6387959866220734
HW0161,中高表现,常规样本,18,3047,0.26199484092863284,0.1703125,160.3684210526316
HW0162,普通,常规样本,81,91,0.013739996980220444,0.16883116883116883,1.1097560975609757
HW0163,中高表现,常规样本,255,27253,0.24623015693750508,0.34148048183135904,106.45703125
HW0164,普通,常规样本,109,1652,0.24943379133323268,0.21194029850746268,15.018181818181818
HW0165,普通,常规样本,6,1982,0.008298199265638672,0.22873345935727787,283.14285714285717
HW0166,爆款,常规样本,336,26185,62.04976303317535,0.4519831223628692,77.70029673590504
HW0167,爆款,常规样本,18,2478,0.9549132947976878,0.2855631940772078,130.42105263157896
HW0168,中高表现,常规样本,112,564,0.3260115606936416,0.1496881496881497,4.991150442477876
HW0169,低表现,常规样本,5,1140,0.004391049961674608,0.134,190.0
HW0170,普通,常规样本,10,127,0.005605579096045198,0.06779661016949153,11.545454545454545
HW0171,低表现,常规样本,279,39,0.0004166889256904749,0.05405405405405406,0.1392857142857143
HW0172,低表现,常规样本,159,12,0.02843601895734597,0.0,0.075
HW0173,普通,常规样本,302,497,0.0178398363186044,0.28125,1.6402640264026402
HW0174,中高表现,常规样本,239,3303,0.10060613444610277,0.5425082198215124,13.7625
HW0175,中高表现,常规样本,28,15892,37.65876777251185,0.5104915205518827,548.0
HW0176,普通,常规样本,334,2854,0.10244445242112064,0.21201716738197424,8.519402985074628
HW0177,爆款,老笔记累计点赞高,360,32997,2.8226689478186486,0.43975797965626096,91.40443213296399
HW0178,低表现,常规样本,290,451,0.002429145436330536,0.25280898876404495,1.5498281786941581
HW0179,低表现,常规样本,114,5,0.0027262813522355507,0.0,0.043478260869565216
HW0180,中高表现,点赞一般但收藏特别高,302,3511,0.18837858139285332,0.9657110736368747,11.587458745874587
HW0181,普通,常规样本,5,324,0.024957633646587582,0.2188679245283019,54.0
HW0182,爆款,常规样本,276,13565,0.7907776611868952,0.5432653531512847,48.97111913357401
HW0183,爆款,常规样本,152,13775,7.510905125408942,0.3871164397480187,90.0326797385621
HW0184,中高表现,常规样本,17,10811,4.575116377486246,0.18661660777385158,600.6111111111111
HW0185,普通,常规样本,207,506,0.017314535997810018,0.16901408450704225,2.4326923076923075
HW0186,普通,常规样本,17,1036,0.004126717307914455,0.2908863920099875,57.55555555555556
HW0187,爆款,常规样本,111,43539,0.4553478983862702,0.4950307287093942,388.74107142857144
HW0188,爆款,常规样本,11,35325,0.31916047018006705,0.41969907596696376,2943.75
HW0189,普通,常规样本,203,831,0.5703500343170899,0.18705035971223022,4.073529411764706
HW0190,普通,常规样本,12,7239,0.033634724751886405,0.19683333333333333,556.8461538461538
HW0191,低表现,常规样本,16,110,0.05997818974918211,0.13402061855670103,6.470588235294118
HW0192,普通,常规样本,42,1393,0.8488726386349786,0.3620178041543027,32.395348837209305
HW0193,低表现,常规样本,211,51,0.0020916212114998156,0.02,0.24056603773584906
HW0194,中高表现,常规样本,79,6113,0.030915426357765268,0.35107562652472835,76.4125
HW0195,普通,常规样本,16,309,0.015377724693938489,0.08833922261484099,18.176470588235293
HW0196,普通,常规样本,149,1279,0.0412381105916492,0.31714876033057854,8.526666666666667
HW0197,普通,常规样本,127,333,0.13043478260869565,0.08496732026143791,2.6015625
HW0198,普通,常规样本,262,343,0.2759452936444087,0.15151515151515152,1.3041825095057034
HW0199,普通,常规样本,257,541,0.029026719605107845,0.2684085510688836,2.0968992248062017
HW0200,低表现,常规样本,21,60,0.00920951650038373,0.22448979591836735,2.727272727272727
HW0201,普通,常规样本,276,121,0.007823613086770981,0.10091743119266056,0.4368231046931408
HW0202,普通,常规样本,17,300,0.010265535176567205,0.13307984790874525,16.666666666666668
HW0203,普通,常规样本,71,2215,0.11884322352183711,0.12042682926829268,30.76388888888889
HW0204,普通,常规样本,186,3595,0.019363143777401944,0.2728898426323319,19.22459893048128
HW0205,普通,常规样本,101,49,0.019193106149627888,0.1951219512195122,0.4803921568627451
HW0206,普通,常规样本,102,745,0.043430103765885505,0.20521172638436483,7.233009708737864
HW0207,普通,常规样本,19,250,0.026293647454774926,0.12217194570135746,12.5
HW0208,中高表现,常规样本,24,949,0.17260822117133504,0.3011049723756906,37.96
HW0209,低表现,常规样本,294,836,0.008895131086142321,0.26299694189602446,2.833898305084746
HW0210,低表现,常规样本,14,199,0.007143113536020675,0.0425531914893617,13.266666666666667
HW0211,中高表现,常规样本,49,11325,2.3757079924480804,0.18604651162790697,226.5
HW0212,超级爆款,常规样本,211,19820,0.6358882222721294,0.6472562510488337,93.49056603773585
HW0213,爆款,常规样本,9,39322,1.2678381428341126,0.3682513816069151,3932.2
HW0214,普通,常规样本,99,766,0.03528165446087237,0.35842293906810035,7.66
HW0215,超级爆款,常规样本,7,20398,6.2075471698113205,0.5912517669231977,2549.75
HW0216,普通,常规样本,262,119,0.024963289280469897,0.1919191919191919,0.4524714828897338
HW0217,超级爆款,常规样本,70,68573,2.584636839923109,0.39226347355095775,965.8169014084507
HW0218,低表现,常规样本,123,50,0.027262813522355506,0.21951219512195122,0.4032258064516129
HW0219,中高表现,常规样本,21,1125,0.6502890173410405,0.35503685503685506,51.13636363636363
HW0220,普通,常规样本,16,682,0.021880714812794765,0.2876190476190476,40.11764705882353
HW0221,普通,常规样本,6,240,0.22770398481973433,0.19095477386934673,34.285714285714285
HW0222,中高表现,常规样本,13,2033,0.1739093242087254,0.5432950191570881,145.21428571428572
HW0223,普通,常规样本,212,675,0.029501748251748252,0.14554794520547945,3.1690140845070425
HW0224,中高表现,常规样本,38,12636,0.10463729711825108,0.31073564907125617,324.0
HW0225,爆款,常规样本,297,55094,3.264055927483856,0.34587439036528317,184.8791946308725
HW0226,普通,常规样本,140,6407,0.04327124390474518,0.12296243798724309,45.43971631205674
HW0227,普通,常规样本,2,162,0.07659574468085106,0.17518248175182483,54.0
HW0228,普通,常规样本,224,668,0.5263987391646966,0.2907662082514735,2.968888888888889
HW0229,普通,常规样本,62,1236,0.3185567010309278,0.33151581243184297,19.61904761904762
HW0230,爆款,常规样本,95,39052,3.340633019674936,0.2816435610489394,406.7916666666667
HW0231,低表现,常规样本,234,138,0.011865864144453998,0.11475409836065574,0.5872340425531914
HW0232,中高表现,常规样本,370,13475,2.034576475917258,0.4060261272650653,36.320754716981135
HW0233,中高表现,常规样本,6,1688,0.7104377104377104,0.2890084550345888,241.14285714285714
HW0234,中高表现,常规样本,8,23584,0.13705970209971466,0.4460674157303371,2620.4444444444443
HW0235,低表现,常规样本,121,42,0.0024882990698501094,0.23529411764705882,0.3442622950819672
HW0236,爆款,点赞高但收藏低,274,49966,0.252694289774595,0.07143636165339731,181.69454545454545
HW0237,中高表现,常规样本,30,2588,0.1533266188755258,0.4759976865240023,83.48387096774194
HW0238,中高表现,常规样本,212,42623,0.22957309519449323,0.398,200.10798122065728
HW0239,超级爆款,常规样本,15,68791,0.29345192389727837,0.4332606690701769,4299.4375
HW0240,普通,常规样本,220,324,0.014160839160839161,0.12367491166077739,1.4660633484162895
HW0241,爆款,老笔记累计点赞高,278,63886,2.186079934300575,0.4181707974137931,228.9820788530466
HW0242,爆款,点赞高但收藏低,369,48950,4.208942390369733,0.04533211694686998,132.2972972972973
HW0243,低表现,常规样本,123,31,0.0020043967412388466,0.24,0.25
HW0244,爆款,常规样本,256,18751,19.99040511727079,0.27815996108679036,72.96108949416342
HW0245,普通,常规样本,2,5146,0.02989600883053506,0.2852799594628832,1715.3333333333333
HW0246,中高表现,常规样本,196,34172,0.23078897248524308,0.4677539241834638,173.46192893401016
HW0247,普通,常规样本,8,2245,0.012091865863773955,0.22362637362637364,249.44444444444446
HW0248,普通,常规样本,4,52,0.011992619926199263,0.20930232558139536,10.4
HW0249,低表现,常规样本,43,8,0.003367003367003367,0.14285714285714285,0.18181818181818182
HW0250,普通,常规样本,195,1186,0.006387952300416886,0.14327202323330107,6.051020408163265
HW0251,爆款,常规样本,204,12165,9.786806114239743,0.6094865921034901,59.34146341463415
HW0252,普通,常规样本,12,6709,0.025841714204276268,0.274547554871005,516.0769230769231
HW0253,低表现,常规样本,19,309,0.0013271143637581817,0.05517241379310345,15.45
HW0254,低表现,常规样本,12,20,0.021321961620469083,0.17647058823529413,1.5384615384615385
HW0255,普通,常规样本,272,161,0.09811090798293723,0.3644067796610169,0.5897435897435898
HW0256,普通,常规样本,15,1973,0.6198554822494502,0.32610169491525426,123.3125
HW0257,低表现,常规样本,14,42,0.03309692671394799,0.2,2.8
HW0258,超级爆款,常规样本,117,30644,2.634909716251075,0.5860015669887699,259.6949152542373
HW0259,低表现,常规样本,359,110,0.0016541104645042932,0.057692307692307696,0.3055555555555556
HW0260,中高表现,常规样本,182,15018,0.5138926909389543,0.47899411236403555,82.06557377049181
HW0261,普通,常规样本,11,2247,1.0624113475177306,0.0826044703595724,187.25
HW0262,超级爆款,新笔记速度特别快,2,33159,0.13982053855300774,0.37998239657990696,11053.0
HW0263,普通,常规样本,180,6766,0.028529984735657,0.10816666666666666,37.38121546961326
HW0264,中高表现,常规样本,138,11252,3.4242239805234327,0.3093320701089531,80.94964028776978
HW0265,中高表现,常规样本,150,747,0.36653581943081454,0.3902439024390244,4.947019867549669
HW0266,普通,常规样本,35,444,0.013272749013511897,0.3507692307692308,12.333333333333334
HW0267,普通,常规样本,144,455,0.4316888045540797,0.2727272727272727,3.1379310344827585
HW0268,低表现,常规样本,194,19,0.004896907216494845,0.0,0.09743589743589744
HW0269,普通,常规样本,3,452,0.03866552609067579,0.21351351351351353,113.0
HW0270,普通,常规样本,15,230,0.12540894220283533,0.288135593220339,14.375
HW0271,中高表现,常规样本,2,1749,0.7342569269521411,0.18150917743031952,583.0
HW0272,普通,常规样本,62,1891,0.7958754208754208,0.3695811903012491,30.015873015873016
HW0273,普通,常规样本,5,2989,0.03126013156656243,0.1643781875245194,498.1666666666667
HW0274,普通,常规样本,323,2487,0.00990651152971356,0.34349482852476865,7.675925925925926
HW0275,超级爆款,常规样本,9,55609,27.286064769381746,0.35949516860579767,5560.9
HW0276,低表现,常规样本,56,160,0.00240597885746079,0.05263157894736842,2.807017543859649
HW0277,低表现,常规样本,162,1161,0.006253299005720072,0.17160367722165476,7.122699386503068
HW0278,中高表现,常规样本,281,2405,1.3901734104046244,0.4385859796285201,8.52836879432624
HW0279,普通,常规样本,255,1277,0.07444327853561851,0.14520547945205478,4.98828125
HW0280,超级爆款,常规样本,290,86299,2.5797859619753676,0.6089107048822688,296.5601374570447
HW0281,低表现,常规样本,5,1181,0.00494458795798147,0.167,196.83333333333334
HW0282,普通,常规样本,128,1401,0.4250606796116505,0.2857142857142857,10.86046511627907
HW0283,低表现,常规样本,118,308,0.18235642391947898,0.034129692832764506,2.588235294117647
HW0284,普通,常规样本,161,1373,0.04119659145463274,0.32111861137897785,8.475308641975309
HW0285,普通,常规样本,12,136,0.041387705416920266,0.072,10.461538461538462
HW0286,普通,常规样本,14,394,0.2277456647398844,0.228125,26.266666666666666
HW0287,爆款,常规样本,162,19346,0.5804728756601056,0.4294348745844666,118.68711656441718
HW0288,低表现,常规样本,368,282,0.002547862776809028,0.24336283185840707,0.7642276422764228
HW0289,普通,常规样本,257,910,0.04528715039315218,0.3215339233038348,3.5271317829457365
HW0290,低表现,常规样本,19,88,0.08372978116079924,0.1,4.4
HW0291,低表现,常规样本,299,195,0.029930928626247123,0.0903954802259887,0.65
HW0292,普通,常规样本,42,2087,0.6682676913224463,0.19299253302699598,48.53488372093023
HW0293,普通,常规样本,144,487,0.024852010614411103,0.2064676616915423,3.3586206896551722
HW0294,普通,常规样本,9,569,0.2228750489620055,0.19957537154989385,56.9
HW0295,爆款,常规样本,307,8019,3.1410105757931843,0.2966226138032305,26.035714285714285
HW0296,普通,常规样本,357,492,0.03181171602224234,0.14285714285714285,1.3743016759776536
HW0297,爆款,常规样本,242,25472,0.17203139140653492,0.6132075471698113,104.82304526748972
HW0298,中高表现,常规样本,15,6492,6.17697431018078,0.3619775090176109,405.75
HW0299,爆款,常规样本,186,61716,0.4047959491545434,0.3147372511766484,330.03208556149735
HW0300,超级爆款,常规样本,34,11525,4.441233140655106,0.6287922152261018,329.2857142857143
HW0301,爆款,常规样本,245,129258,0.6005742853956808,0.5826875,525.439024390244
HW0302,爆款,常规样本,98,32077,1.5209577999051682,0.473170506059765,324.010101010101
HW0303,普通,常规样本,6,384,0.06984357948344852,0.16615384615384615,54.857142857142854
HW0304,普通,常规样本,8,302,0.015411308430291896,0.22950819672131148,33.55555555555556
HW0305,中高表现,常规样本,17,4337,0.13699106099371428,0.5317318035138042,240.94444444444446
HW0306,低表现,常规样本,346,479,0.00242245856786677,0.15892420537897312,1.3804034582132565
HW0307,普通,常规样本,74,490,0.15394282123782596,0.12646370023419204,6.533333333333333
HW0308,中高表现,常规样本,18,13518,0.12213478374788808,0.2475536319156944,711.4736842105264
HW0309,普通,常规样本,347,1061,1.1311300639658848,0.2647412755716005,3.0488505747126435
HW0310,普通,常规样本,199,6551,0.027945567784318743,0.088,32.755
HW0311,中高表现,常规样本,202,4281,1.2025280898876405,0.39947437582128775,21.088669950738915
HW0312,低表现,常规样本,365,27,0.0011917372881355933,0.038461538461538464,0.07377049180327869
HW0313,中高表现,常规样本,128,3662,0.21695598080455003,0.3292727943890735,28.387596899224807
HW0314,普通,常规样本,90,133,0.12618595825426945,0.10084033613445378,1.4615384615384615
HW0315,普通,常规样本,190,1774,0.010427933223606866,0.08928571428571429,9.287958115183246
HW0316,普通,常规样本,17,684,0.15947773373746793,0.18706293706293706,38.0
HW0317,中高表现,常规样本,39,9769,0.3682107723040971,0.4863987635239567,244.225
HW0318,中高表现,常规样本,36,10991,4.2354527938342965,0.2046620566584876,297.05405405405406
